,adjective_count,adverb_count,average_word_length,long_word_count,noun_count,sentences_count,spelling_error_count,verb_count,vocab_count,word_count,word_to_sentence_ratio
4960,3,2,5.67,3,7,1,3,1,0.0,15,15.0
4961,17,3,5.85,23,34,8,7,8,29.568421052631578,74,9.25
4962,9,4,5.87,14,24,7,9,18,122.1304347826087,63,8.57
4963,9,4,5.06,8,14,11,5,13,123.26666666666667,48,4.36
4964,5,1,5.07,3,15,4,3,7,15.75,30,7.25
4965,17,6,5.64,20,29,9,7,18,100.5952380952381,78,8.56
4966,9,2,5.98,12,14,5,4,7,26.470588235294116,40,8.0
4967,11,6,5.26,17,34,7,11,15,53.73134328358209,79,11.0
4968,4,4,5.77,8,12,4,4,8,20.346153846153847,31,7.75
4969,4,1,6.33,14,12,4,6,9,13.444444444444445,30,7.5
4970,10,3,5.86,12,14,5,10,13,72.2,44,8.8
4971,10,4,6.24,27,26,7,4,11,63.84090909090909,64,9.0
4972,14,4,6.33,32,43,9,8,17,29.368932038834952,83,9.11
4973,16,6,5.34,23,40,10,8,11,35.704918032786885,94,9.4
4974,12,3,5.69,17,33,13,7,12,79.2439024390244,69,5.23
4975,7,1,5.38,6,22,5,11,7,29.12121212121212,40,8.0
4976,12,11,5.78,18,32,6,11,19,128.67567567567568,78,13.0
4977,5,0,6.24,16,24,4,7,6,24.324324324324323,43,10.25
4978,13,8,5.46,13,18,9,3,8,80.03333333333333,57,6.33
4979,9,4,5.8,16,25,8,6,10,225.33333333333334,56,7.0
4980,7,3,6.71,16,13,5,1,8,52.94117647058823,35,7.0
4981,17,3,5.69,23,27,9,12,27,26.28125,86,9.33
4982,15,13,5.87,31,47,11,10,16,96.48529411764706,100,9.0
4983,17,4,6.05,25,36,6,12,6,89.8936170212766,77,12.67
4984,2,2,7.25,9,7,1,5,3,0.0,16,16.0
4985,11,10,5.99,22,30,7,4,9,90.91891891891892,69,9.86
4986,4,3,5.26,7,10,5,1,8,60.75,31,6.2
4987,3,0,5.75,5,12,4,4,7,33.333333333333336,24,6.0
4988,15,3,6.38,28,36,9,8,15,21.24778761061947,77,8.44
4989,4,2,5.46,19,43,8,3,13,63.705882352941174,73,9.0
4990,19,11,5.81,40,50,9,15,32,32.961722488038276,125,13.78
4991,4,1,6.0,5,8,2,3,3,0.0,17,8.5
4992,10,7,5.9,20,30,4,10,11,192.2,69,17.0
4993,13,1,6.12,23,26,7,10,11,57.8,64,9.14
4994,10,6,6.1,11,20,4,5,5,49.0,42,10.5
4995,5,4,5.97,9,12,5,7,8,106.77777777777777,35,6.8
4996,7,2,5.59,10,13,5,4,8,49.470588235294116,34,6.8
4997,11,5,5.99,16,38,10,15,11,128.25714285714287,77,7.6
4998,9,2,6.43,14,16,5,3,5,60.0,35,7.0
4999,5,0,6.04,8,11,2,4,5,17.05263157894737,23,11.5
5000,7,4,5.16,5,10,2,4,5,42.88235294117647,32,16.0
5001,5,1,5.63,7,14,3,0,6,52.36363636363637,28,9.0
5002,7,3,5.91,14,26,7,10,18,34.90909090909091,66,9.14
5003,11,3,5.57,13,31,4,6,9,70.29729729729729,61,15.0
5004,11,4,6.26,24,26,7,7,9,50.38095238095238,58,8.29
5005,11,4,5.59,14,17,6,3,8,28.9,46,7.67
5006,11,7,5.6,18,32,15,6,20,125.64102564102564,82,5.4
5007,5,2,6.03,13,9,3,1,12,32.19047619047619,31,10.33
5008,21,3,5.99,27,49,9,14,18,60.84444444444444,96,10.67
5009,28,5,5.16,26,49,10,10,24,49.49707602339181,130,12.9
5010,16,3,5.87,28,41,8,13,18,32.23148148148148,86,10.62
5011,12,6,6.07,20,30,6,6,19,50.208955223880594,75,12.5
5012,7,1,5.46,10,10,3,0,6,208.33333333333334,27,8.67
5013,1,2,5.61,8,19,4,3,1,31.11764705882353,29,7.0
5014,13,3,6.28,23,27,8,5,20,97.58064516129032,64,8.0
5015,4,2,6.05,7,8,3,2,4,0.0,19,6.33
5016,14,8,6.36,39,39,15,8,13,55.36046511627907,87,5.8
5017,7,3,5.59,9,21,4,9,14,28.8,49,12.25
5018,21,7,5.99,28,37,14,6,21,20.302013422818792,90,6.43
5019,8,6,5.7,23,31,8,8,17,24.75257731958763,71,8.75
5020,19,2,5.58,21,38,11,6,10,27.75229357798165,80,7.27
5021,15,3,5.85,20,24,4,6,8,81.28125,61,15.25
5022,3,1,5.76,5,10,4,2,3,0.0,21,5.25
5023,5,2,5.43,7,18,1,1,10,18.27027027027027,35,35.0
5024,2,0,6.28,2,9,4,5,6,42.666666666666664,18,4.5
5025,22,10,5.94,33,41,13,10,15,133.56451612903226,111,8.54
5026,2,4,5.58,7,13,2,2,3,17.19047619047619,24,12.0
5027,4,5,5.53,10,10,3,3,8,56.333333333333336,30,10.0
5028,7,1,5.44,6,16,4,7,5,65.33333333333333,35,8.0
5029,25,9,5.92,48,50,20,10,25,104.72727272727273,121,6.0
5030,15,4,6.11,29,33,8,12,22,234.32142857142858,93,11.12
5031,2,1,5.93,6,8,1,1,4,0.0,15,15.0
5032,5,4,5.64,9,15,4,5,5,85.33333333333333,36,9.0
5033,5,2,5.12,2,6,2,1,4,85.33333333333333,17,8.5
5034,11,2,6.12,19,21,5,2,10,161.33333333333334,48,9.6
5035,3,1,6.0,9,11,4,0,2,48.166666666666664,19,4.75
5036,22,6,5.76,32,49,11,13,13,138.84615384615384,118,10.36
5037,6,6,5.92,16,22,5,5,6,48.02857142857143,50,10.0
5038,12,6,5.7,18,34,11,12,26,53.1948051948052,84,7.55
5039,3,3,4.26,2,8,2,4,1,108.0,19,9.5
5040,12,6,6.0,15,16,4,7,8,225.0,48,12.0
5041,5,5,5.26,8,16,7,4,7,96.33333333333333,40,5.43
5042,3,0,5.8,3,3,3,4,2,0.0,10,3.33
5043,8,2,6.21,13,15,5,4,7,75.0,35,6.8
5044,5,5,5.46,12,17,3,4,10,66.1304347826087,46,15.33
5045,16,10,5.79,27,57,6,26,29,33.95959595959596,126,21.0
5046,2,3,5.71,4,8,4,1,4,0.0,21,5.25
5047,8,4,5.54,12,13,5,3,6,60.23529411764706,37,7.4
5048,5,2,5.33,13,30,9,3,11,96.04347826086956,54,6.0
5049,9,9,6.41,19,29,3,16,13,320.3333333333333,68,22.0
5050,9,5,6.15,14,20,7,3,9,37.0,47,6.57
5051,2,3,6.0,4,4,2,0,2,20.166666666666668,13,6.5
5052,10,4,6.58,20,12,4,1,10,240.66666666666666,40,10.0
5053,17,5,6.27,29,42,11,21,15,63.81012658227848,88,8.0
5054,12,5,6.46,26,30,6,5,17,28.089887640449437,69,11.17
5055,15,5,6.62,28,32,10,6,8,62.48076923076923,71,7.1
5056,25,8,5.79,41,57,13,14,16,120.55681818181819,129,9.77
5057,5,2,4.83,0,11,1,3,3,9.03125,23,23.0
5058,6,2,5.38,8,13,6,3,5,38.4,29,4.83
5059,6,2,5.28,5,12,5,3,6,75.11111111111111,29,5.8
5060,7,0,5.48,5,8,2,2,4,60.166666666666664,21,10.5
5061,14,4,5.75,22,23,7,6,16,67.81395348837209,67,9.57
5062,9,2,5.5,6,17,8,4,10,32.142857142857146,38,4.75
5063,7,0,5.82,14,19,3,4,4,363.0,34,11.33
5064,17,5,6.53,31,34,9,16,13,56.10958904109589,81,8.78
5065,4,2,5.4,5,10,3,1,5,0.0,25,8.33
5066,8,1,4.79,4,9,2,1,3,28.571428571428573,24,12.0
5067,17,8,6.17,34,48,9,11,27,61.63333333333333,112,12.44
5068,3,3,5.94,22,27,5,0,8,23.529411764705884,54,10.8
5069,8,3,5.48,18,21,8,1,20,19.51219512195122,60,7.5
5070,10,2,6.45,26,28,4,10,18,46.81666666666667,69,17.25
5071,6,2,5.0,3,8,2,5,5,27.0,22,11.0
5072,10,5,4.94,5,25,7,10,7,42.25,49,7.0
5073,15,5,5.97,23,33,8,3,13,162.5,73,9.12
5074,4,2,6.12,17,27,8,6,11,32.81818181818182,48,6.0
5075,9,2,5.9,30,44,12,12,25,12.18018018018018,88,7.33
5076,21,3,5.91,28,40,9,14,14,19.358024691358025,92,10.0
5077,3,1,5.42,5,13,1,3,4,60.5,24,24.0
5078,19,6,6.44,29,49,12,23,24,84.01219512195122,103,8.58
5079,3,2,5.3,5,14,3,2,8,60.07142857142857,33,11.0
5080,19,9,6.26,28,49,8,18,18,120.8955223880597,107,13.38
5081,4,1,6.03,12,15,3,3,10,31.25,31,10.33
5082,10,4,5.49,14,27,5,6,6,117.56521739130434,59,11.8
5083,4,2,6.28,14,14,5,5,8,121.5,29,5.8
5084,3,3,5.36,4,11,6,3,2,31.11764705882353,28,4.67
5085,8,3,6.4,19,20,3,7,8,64.65384615384616,47,15.67
5086,6,1,6.55,13,18,5,8,8,0.0,39,7.6
5087,17,10,5.48,23,44,4,10,17,63.92045454545455,100,24.75
5088,6,2,5.63,11,17,4,2,9,113.77777777777777,35,8.75
5089,6,2,5.59,7,14,2,2,9,27.17391304347826,32,16.0
5090,14,1,6.54,27,18,7,1,9,10.666666666666666,48,6.86
5091,21,6,5.96,35,45,11,11,21,47.05882352941177,104,9.45
5092,14,5,5.53,20,38,9,15,11,76.37878787878788,87,9.67
5093,11,7,6.13,34,38,11,8,25,86.53846153846153,98,8.55
5094,6,3,5.43,9,19,2,7,9,560.3333333333334,43,21.0
5095,8,3,5.57,7,27,8,10,11,38.20454545454545,51,6.38
5096,4,0,5.0,3,8,3,2,2,28.166666666666668,15,5.0
5097,3,0,5.47,2,9,1,2,4,0.0,17,17.0
5098,10,2,5.08,5,19,6,7,13,92.45,51,8.17
5099,7,2,5.73,6,5,2,1,5,0.0,22,11.0
5100,7,3,5.8,12,19,4,6,9,55.04761904761905,41,10.25
5101,11,6,6.06,15,31,4,12,16,43.215384615384615,68,17.0
5102,18,5,5.5,35,51,14,8,26,39.526666666666664,115,8.21
5103,11,8,6.4,43,42,10,6,19,17.705263157894738,88,8.8
5104,24,5,5.6,31,50,11,15,20,355.88235294117646,122,10.91
5105,12,5,5.46,16,42,12,14,18,128.8913043478261,92,7.58
5106,8,8,4.96,9,18,6,3,9,54.32142857142857,47,7.83
5107,7,3,5.57,13,17,3,3,12,25.6,42,14.0
5108,1,1,5.86,9,12,3,1,3,40.111111111111114,22,7.33
5109,3,2,5.68,10,23,4,10,7,28.125,45,9.5
5110,4,3,6.52,18,18,6,5,15,24.38095238095238,47,7.33
5111,2,2,5.38,6,11,4,4,7,13.5,24,6.0
5112,6,3,5.73,12,26,6,5,13,38.025,51,8.5
5113,3,4,4.8,2,8,3,2,2,0.0,20,6.67
5114,14,4,5.6,25,49,6,7,16,37.59349593495935,97,16.17
5115,10,9,6.05,25,35,9,14,18,89.83018867924528,84,9.33
5116,15,2,5.91,20,30,9,7,12,53.01960784313726,65,7.22
5117,2,3,5.74,5,10,5,5,2,36.125,19,3.8
5118,8,2,5.76,11,11,5,2,8,6.612244897959184,29,5.8
5119,19,3,5.67,19,35,6,12,18,158.7,79,13.17
5120,3,1,5.16,4,9,2,1,2,0.0,19,9.5
5121,10,7,6.35,31,32,7,8,12,91.60526315789474,71,10.14
5122,12,6,5.97,20,21,7,12,12,36.528301886792455,59,8.43
5123,13,7,5.93,16,21,10,10,12,66.69444444444444,61,6.1
5124,2,1,5.64,4,6,2,1,2,0.0,11,5.5
5125,5,0,6.57,11,14,6,5,8,81.0,30,5.0
5126,9,2,5.51,17,31,6,8,19,18.75,71,11.83
5127,2,0,5.67,2,3,1,1,0,0.0,6,6.0
5128,10,3,5.83,18,28,6,5,16,37.69565217391305,70,11.67
5129,5,2,5.28,9,13,4,3,10,23.14814814814815,32,8.0
5130,20,10,5.69,33,41,17,12,18,85.20779220779221,104,6.12
5131,7,1,6.27,14,17,6,5,7,24.025,42,6.83
5132,11,4,5.68,18,17,6,2,7,14.75438596491228,44,7.33
5133,6,5,6.02,25,30,6,3,9,24.36231884057971,60,10.0
5134,13,4,6.19,38,45,10,6,21,23.524475524475523,92,9.1
5135,7,1,5.17,11,15,10,1,4,16.44736842105263,38,3.5
5136,6,5,6.15,9,7,4,5,9,100.0,33,8.25
5137,6,8,5.64,12,15,5,3,7,45.370370370370374,42,8.4
5138,11,0,5.58,15,23,6,7,9,192.0,52,8.67
5139,22,3,6.09,37,45,10,9,15,44.89320388349515,95,9.3
5140,10,1,5.95,12,12,4,5,9,432.0,37,9.25
5141,6,2,5.6,14,22,7,2,8,68.45,43,6.14
5142,16,6,6.32,29,31,8,8,14,107.27027027027027,74,9.25
5143,16,11,5.78,28,43,12,14,24,92.10958904109589,101,8.42
5144,17,5,6.57,27,34,5,9,11,117.02857142857142,75,15.0
5145,12,9,5.8,23,38,6,4,20,134.75,89,14.83
5146,24,3,6.04,32,53,8,21,22,62.86507936507937,115,14.12
5147,12,4,5.72,21,40,7,12,20,84.07272727272728,84,11.86
5148,13,8,5.57,21,33,6,6,12,41.43835616438356,75,12.33
5149,15,5,5.97,23,33,8,3,13,162.5,73,9.12
5150,5,4,5.58,5,12,4,5,7,39.76470588235294,32,7.75
5151,12,5,5.83,23,21,7,6,12,30.223880597014926,64,9.14
5152,9,0,6.67,12,14,5,4,4,81.0,30,6.0
5153,14,8,6.1,17,20,7,14,13,93.24137931034483,59,8.43
5154,26,6,5.91,35,52,16,13,25,34.48066298342541,123,7.38
5155,2,4,5.62,6,10,3,2,5,13.5,24,8.0
5156,7,2,5.58,12,25,5,3,5,28.195121951219512,45,9.0
5157,7,2,5.14,2,13,5,4,4,112.66666666666667,28,5.6
5158,8,8,5.5,7,9,3,4,3,36.76470588235294,30,10.0
5159,4,0,6.77,7,7,2,1,2,0.0,13,6.5
5160,9,1,5.23,10,24,5,9,11,13.473684210526315,48,9.6
5161,16,2,6.07,26,31,10,7,18,121.0,76,7.6
5162,2,1,6.09,14,15,4,3,4,46.11764705882353,33,8.25
5163,21,9,6.62,37,34,6,15,17,96.98275862068965,90,14.83
5164,6,4,5.27,9,16,5,3,7,41.88461538461539,41,8.2
5165,6,2,5.24,3,8,3,4,6,192.0,27,8.33
5166,7,0,5.74,9,14,5,2,4,52.36363636363637,30,5.4
5167,8,2,5.59,11,18,6,4,9,37.925925925925924,41,6.83
5168,14,3,5.65,14,31,6,12,11,35.86440677966102,63,10.5
5169,10,1,5.79,11,16,4,7,5,60.5,41,9.75
5170,9,5,5.49,19,25,8,3,10,12.58252427184466,59,7.38
5171,8,3,5.39,22,29,12,3,16,28.373737373737374,77,6.33
5172,13,9,5.87,23,30,8,9,18,15.892086330935252,76,9.5
5173,6,0,5.37,5,12,5,2,5,28.470588235294116,27,5.4
5174,20,10,5.92,27,29,7,9,14,82.08620689655173,85,12.14
5175,10,4,5.62,18,27,3,3,17,92.82857142857142,69,22.67
5176,10,6,5.91,11,21,5,8,7,93.38888888888889,47,9.4
5177,5,1,5.41,9,14,3,0,5,18.375,27,9.0
5178,18,4,5.84,33,43,8,8,17,37.099173553719005,90,11.25
5179,16,5,5.53,23,39,9,11,18,91.26666666666667,93,10.0
5180,1,2,5.77,6,12,6,5,9,96.0,26,4.33
5181,3,3,5.43,3,9,3,2,3,133.33333333333334,21,7.0
5182,4,4,6.22,21,24,8,4,6,30.857142857142858,46,5.75
5183,20,7,5.7,22,37,13,16,12,106.96296296296296,92,7.08
5184,13,6,5.72,18,20,7,6,12,30.413793103448278,59,8.29
5185,6,4,5.26,8,9,6,1,7,20.346153846153847,31,5.17
5186,2,4,5.85,9,16,5,4,7,36.45,33,6.6
5187,2,1,5.6,10,17,4,1,8,48.285714285714285,30,7.5
5188,16,2,4.96,14,42,10,17,20,60.37735849056604,104,10.4
5189,4,0,6.32,13,12,4,4,6,35.266666666666666,28,7.0
5190,13,5,5.99,30,59,12,23,21,133.56521739130434,121,9.42
5191,20,10,6.02,32,50,11,13,22,95.10112359550561,117,10.64
5192,8,3,5.63,11,17,4,6,12,126.75,44,10.75
5193,8,1,5.61,6,7,2,4,6,55.125,23,11.5
5194,3,3,5.85,9,16,4,1,6,70.08333333333333,33,8.25
5195,5,0,5.86,14,18,6,3,8,40.90909090909091,36,6.0
5196,13,13,5.76,21,22,7,6,17,40.96969696969697,70,10.0
5197,4,1,6.74,9,9,2,1,3,0.0,19,9.5
5198,11,3,6.71,34,30,3,7,18,68.17391304347827,68,22.67
5199,32,14,6.48,75,81,14,32,42,57.08710801393728,196,13.64
5200,11,3,5.78,21,30,5,13,9,20.64485981308411,68,13.6
5201,12,3,5.69,20,23,8,5,12,21.83116883116883,58,7.25
5202,7,3,5.77,19,18,7,1,11,33.390243902439025,46,6.29
5203,2,5,5.0,8,14,6,2,10,19.612244897959183,44,7.33
5204,12,6,5.9,10,27,8,10,9,104.0,62,7.5
5205,13,9,5.2,14,29,7,6,20,14.251612903225807,74,10.57
5206,12,11,6.1,30,41,10,11,15,117.81818181818181,84,8.4
5207,9,5,5.61,10,28,9,8,10,35.2,59,6.33
5208,20,3,5.89,24,30,8,11,12,49.42372881355932,73,8.88
5209,19,2,6.3,27,35,6,11,16,86.32692307692308,79,13.17
5210,8,4,5.44,8,10,6,5,11,121.0,36,6.0
5211,16,2,5.03,12,27,10,3,10,34.515625,64,6.3
5212,2,2,6.18,14,14,5,0,6,48.0,28,5.6
5213,21,8,6.17,41,48,11,10,20,68.16037735849056,112,9.73
5214,14,3,5.16,18,34,9,2,12,33.04705882352941,74,8.22
5215,5,0,5.67,15,20,4,4,10,18.0,42,10.5
5216,16,8,5.78,26,43,8,6,20,24.975609756097562,96,11.75
5217,7,5,5.06,7,11,4,4,10,121.0,36,9.0
5218,6,1,5.24,3,21,4,10,8,53.26086956521739,42,10.5
5219,20,11,6.4,36,37,11,9,19,100.66129032258064,98,8.82
5220,7,4,5.21,9,24,4,7,9,225.0,48,12.0
5221,1,1,5.15,3,5,1,1,4,0.0,13,13.0
5222,13,9,5.91,22,31,7,10,21,82.18867924528301,81,11.57
5223,21,3,5.63,30,32,15,6,22,31.5,92,6.07
5224,22,9,6.35,50,68,13,24,36,70.69090909090909,154,11.15
5225,21,6,6.16,26,33,9,11,14,38.24390243902439,80,8.89
5226,8,6,6.02,15,17,5,6,8,69.56521739130434,47,9.4
5227,9,3,5.37,11,15,7,7,10,322.6666666666667,47,6.57
5228,18,4,5.85,19,29,6,7,15,33.04705882352941,72,12.0
5229,1,0,6.0,7,8,3,3,3,0.0,15,5.0
5230,7,4,5.89,11,16,5,3,9,136.11111111111111,38,7.6
5231,6,1,5.34,15,17,4,2,11,13.140625,41,10.25
5232,11,5,5.98,20,13,6,2,6,80.52941176470588,43,7.0
5233,4,1,4.4,2,3,2,1,2,10.666666666666666,10,5.0
5234,8,1,6.04,12,26,2,11,12,66.03571428571429,51,25.5
5235,11,4,5.53,10,25,8,11,16,600.0,62,7.75
5236,4,0,6.06,6,8,3,1,1,0.0,18,6.0
5237,15,4,5.61,15,29,6,11,14,48.01587301587302,70,11.67
5238,8,3,5.9,13,22,6,5,9,92.45,50,8.17
5239,4,0,6.23,14,21,4,5,11,18.225,39,9.75
5240,2,5,5.86,11,20,5,4,11,58.333333333333336,42,8.4
5241,14,5,5.7,23,23,6,3,11,145.04166666666666,67,11.17
5242,16,13,6.08,32,42,10,18,26,135.75409836065575,110,11.0
5243,7,7,5.88,15,16,5,2,10,37.925925925925924,41,8.2
5244,4,3,6.12,8,9,3,3,5,80.66666666666667,24,8.0
5245,13,2,6.09,16,25,4,7,11,141.23529411764707,54,13.5
5246,4,1,5.17,6,9,2,4,3,32.0,18,9.0
5247,5,3,5.5,11,13,5,1,9,26.133333333333333,36,7.2
5248,2,0,5.56,5,8,3,2,5,14.0,18,6.0
5249,10,4,6.34,19,25,8,8,9,35.86440677966102,61,7.62
5250,2,0,5.0,4,18,1,4,9,33.13636363636363,34,33.0
5251,6,2,5.27,6,12,3,1,3,96.0,26,8.67
5252,9,5,5.96,16,22,6,11,12,120.05,55,9.17
5253,8,2,5.56,15,24,9,4,10,11.636363636363637,53,5.78
5254,13,4,5.32,12,26,11,10,12,24.397590361445783,66,6.0
5255,9,1,5.78,13,12,4,4,7,105.0909090909091,38,9.25
5256,4,1,5.82,10,17,2,6,4,41.666666666666664,30,14.0
5257,21,8,5.67,27,33,10,13,17,30.340740740740742,89,8.9
5258,15,7,5.62,11,20,7,5,5,200.08333333333334,53,7.57
5259,9,2,5.85,22,23,7,5,15,11.678832116788321,59,8.43
5260,7,5,5.7,17,25,5,5,13,51.609756097560975,57,11.4
5261,8,0,5.74,8,16,7,4,8,15.847826086956522,41,5.57
5262,10,6,5.97,20,30,6,8,18,37.34567901234568,72,12.0
5263,20,6,5.66,20,31,10,5,10,73.83050847457628,79,7.9
5264,14,4,5.0,10,17,4,6,13,37.96078431372549,57,14.25
5265,10,2,5.4,11,21,5,1,5,57.041666666666664,43,8.6
5266,12,2,5.8,20,25,9,2,10,31.5,56,6.22
5267,11,2,6.13,17,24,7,10,11,92.16,56,7.86
5268,12,1,6.07,19,30,9,4,10,42.0,54,6.0
5269,18,0,5.67,23,32,10,4,12,31.811764705882354,75,7.5
5270,3,1,6.79,16,8,4,1,8,6.081081081081081,24,6.0
5271,1,1,5.12,1,4,1,1,0,0.0,8,8.0
5272,14,10,6.69,49,40,12,6,18,28.720496894409937,98,8.08
5273,1,1,5.45,3,5,3,3,4,33.333333333333336,11,3.67
5274,17,8,5.89,25,27,9,5,20,18.85234899328859,77,8.44
5275,4,2,6.35,16,24,4,5,6,84.94117647058823,43,10.75
5276,9,5,5.88,25,26,8,2,15,9.8,60,7.5
5277,21,7,5.74,29,42,11,14,29,48.46017699115044,106,9.36
5278,5,1,5.83,6,13,5,3,2,33.333333333333336,24,4.8
5279,9,1,5.86,12,22,6,9,20,52.9,57,9.33
5280,12,7,6.0,24,39,8,16,14,83.05084745762711,88,10.88
5281,8,5,5.81,27,43,11,10,24,48.26881720430107,93,8.18
5282,9,2,5.86,18,25,4,5,8,18.349206349206348,52,12.25
5283,7,2,5.73,12,21,5,6,6,76.05,45,9.0
5284,8,9,6.22,23,23,9,6,21,74.66666666666667,69,7.56
5285,6,6,5.75,23,29,4,5,17,108.03571428571429,64,15.75
5286,10,8,5.81,18,35,7,14,17,153.125,81,11.43
5287,8,7,5.92,24,26,7,4,18,81.75675675675676,66,9.43
5288,18,2,5.97,27,48,5,15,14,267.5925925925926,94,18.8
5289,13,8,5.73,25,32,8,11,19,73.05797101449275,86,10.75
5290,7,2,6.38,17,13,6,4,8,29.16,34,5.67
5291,13,3,5.38,14,19,4,2,10,22.272727272727273,48,12.0
5292,15,6,5.48,19,40,7,18,23,156.21428571428572,91,13.0
5293,20,7,6.37,36,44,10,16,24,36.343511450381676,106,10.4
5294,15,7,5.56,23,38,10,10,14,96.9423076923077,86,8.5
5295,6,1,5.74,4,14,5,5,4,104.16666666666667,27,5.4
5296,17,6,5.96,34,41,8,15,28,52.0,103,12.88
5297,9,3,6.18,13,17,6,8,11,101.4,46,7.33
5298,10,2,5.84,11,19,6,11,9,280.1666666666667,44,7.17
5299,8,3,5.57,12,27,3,7,12,60.827586206896555,51,17.0
5300,17,8,5.72,25,33,13,8,22,126.14893617021276,92,7.08
5301,4,3,5.12,5,13,2,2,3,23.529411764705884,25,12.5
5302,11,2,6.05,23,19,7,6,16,22.215384615384615,56,7.86
5303,14,5,6.43,26,20,7,11,12,18.325301204819276,59,8.0
5304,7,1,5.46,11,17,6,2,8,77.78571428571429,37,6.17
5305,7,3,5.48,6,11,3,3,7,87.11111111111111,32,10.33
5306,11,5,5.84,16,21,5,12,16,69.81818181818181,57,11.4
5307,11,7,5.87,21,31,7,8,20,28.09,75,10.71
5308,13,5,5.87,23,24,5,4,13,122.1304347826087,60,12.0
5309,4,1,5.96,6,11,3,4,7,28.470588235294116,27,9.0
5310,3,2,5.89,3,9,2,9,3,42.666666666666664,18,9.0
5311,10,1,6.58,24,43,5,11,9,12.033333333333333,67,13.2
5312,3,3,6.2,10,17,6,4,9,38.22727272727273,35,5.83
5313,11,4,5.98,12,24,9,9,12,37.96078431372549,60,6.56
5314,2,0,6.13,6,21,5,4,4,26.041666666666668,31,6.2
5315,5,2,5.6,7,19,3,5,10,35.592592592592595,41,13.33
5316,4,4,6.15,13,17,4,0,11,16.568181818181817,39,9.75
5317,1,0,5.58,2,6,2,0,3,40.333333333333336,12,6.0
5318,12,2,5.36,10,24,8,7,9,41.191489361702125,55,6.88
5319,9,1,5.62,19,37,8,5,17,22.81578947368421,77,9.62
5320,2,1,5.24,2,10,1,0,2,37.5,17,17.0
5321,0,1,6.13,3,8,2,1,5,16.0,15,7.5
5322,16,8,6.33,24,42,5,14,18,38.06306306306306,89,17.6
5323,3,0,6.07,7,22,3,7,2,56.333333333333336,31,10.0
5324,2,1,5.94,2,9,2,1,3,75.0,16,8.0
5325,1,1,5.85,14,23,5,4,11,21.025,41,8.2
5326,3,1,6.11,4,9,2,6,2,96.33333333333333,18,9.0
5327,14,4,5.87,20,46,5,20,14,14.377245508982035,85,16.8
5328,2,2,5.5,5,9,3,1,7,50.0,22,7.33
5329,6,3,5.58,7,19,2,4,5,22.09090909090909,36,18.0
5330,4,1,5.2,4,7,2,1,7,40.5,23,10.0
5331,15,4,5.75,17,35,2,13,14,90.0,73,36.0
5332,4,0,6.28,6,9,2,2,5,96.33333333333333,18,9.0
5333,11,2,5.26,6,16,4,5,7,72.6,39,9.5
5334,19,5,6.17,19,44,12,18,16,26.328767123287673,94,7.83
5335,6,2,5.1,5,18,4,5,13,18.68888888888889,42,10.5
5336,5,4,6.11,20,20,6,8,23,26.68421052631579,54,9.0
5337,9,1,6.12,11,32,6,18,22,9.423076923076923,65,10.83
5338,6,1,5.95,10,18,5,6,10,19.121951219512194,39,7.8
5339,5,1,5.36,7,12,5,0,4,31.5,25,5.0
5340,5,0,5.38,4,13,7,5,4,25.941176470588236,26,3.71
5341,14,2,5.9,23,41,9,7,18,55.901408450704224,82,9.11
5342,12,3,6.61,19,18,6,9,11,44.16129032258065,46,7.67
5343,7,3,5.64,7,24,3,8,8,21.78723404255319,45,15.0
5344,6,3,4.81,4,26,6,3,18,26.2987012987013,62,10.33
5345,3,1,5.75,3,7,2,4,4,24.5,16,8.0
5346,7,6,5.1,10,35,8,6,18,21.735849056603772,70,8.75
5347,3,2,5.35,3,10,3,1,3,54.0,20,6.67
5348,10,8,5.97,17,29,4,9,20,41.92537313432836,72,18.0
5349,16,10,5.62,20,30,7,3,20,55.38461538461539,80,11.29
5350,12,4,6.25,12,21,4,12,14,66.75862068965517,57,13.25
5351,8,7,6.0,12,30,8,14,15,57.8,64,8.0
5352,12,4,5.81,14,15,6,6,14,96.0,54,9.0
5353,1,0,6.4,5,10,1,0,1,6.666666666666667,15,15.0
5354,6,2,5.96,18,26,8,5,11,17.964912280701753,49,6.12
5355,9,3,5.46,8,18,7,3,14,39.0,48,6.86
5356,2,0,5.47,8,14,4,1,10,36.76470588235294,30,7.5
5357,22,4,5.95,23,26,8,6,22,65.15254237288136,80,9.88
5358,4,2,5.16,3,18,5,4,8,15.114285714285714,32,6.4
5359,4,1,5.24,5,20,2,5,4,21.551724137931036,35,17.0
5360,23,3,5.62,13,46,14,23,14,43.75,95,6.71
5361,4,2,5.56,5,15,5,7,6,320.3333333333333,32,6.4
5362,9,3,5.57,5,19,6,8,4,31.41025641025641,47,7.67
5363,6,1,5.75,8,15,2,5,10,27.17391304347826,32,16.0
5364,6,6,5.69,8,32,5,7,10,3.805755395683453,54,10.8
5365,8,1,6.6,14,29,7,8,8,132.07142857142858,48,6.71
5366,3,2,5.57,6,7,2,1,4,60.166666666666664,21,10.5
5367,13,3,6.18,18,29,5,9,14,17.153061224489797,65,13.0
5368,5,7,5.67,15,26,6,8,16,59.7027027027027,58,9.67
5369,14,7,6.05,27,42,8,18,17,46.42857142857143,90,10.75
